Chain,Link,Via,Datetime,Summary,Full Content,Rating,summary-processed,full_content-processed,full_content-sentiment,full_content-keywords,district
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-05-24 08:05:00,Ngon,"Không gian đẹp, nhân viên thân thiện, máy lạnh mạnh lắm đã gì đâu. Tránh nóng quá tốt, đồ uống ngon. Nhưng do mình ko thích kem nên thấy hơi ngán. Giá cả thì ko phải nói r. Mắc thành thương hiệu. Nhưng bù lại chất lượng tốt.",7.8,ngon,không gian đẹp nhân viên thân thiện máy lạnh mạnh lắm đã gì đâu. tránh nóng quá tốt đồ uống ngon. nhưng do mình ko thích kem nên thấy hơi ngán. giá cả thì ko phải nói r. mắc thành thương hiệu. nhưng bù lại chất lượng tốt.,negative,"[('gian đẹp', 0.0835659328934431), ('đẹp nhân', 0.0835659328934431), ('nhân viên', 0.0835659328934431), ('viên thân', 0.0835659328934431), ('thân thiện', 0.0835659328934431)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,Android,2016-05-15 23:24:00,Starbucks Coffee - Emart,"VỊ TRÍ:
-Nằm ngay cửa ra vào của Emart
KHÔNG GIAN:
-gồm có hai lầu,order ở lầu trệt.Tầng trên đẹp,không gian đậm chất Mỹ ,bên ngoài tiệm có cửa màu nâu cho giới trẻ chụp hình,hơi bị chất !
THỨC UỐNG:
Tụi mình gọi Green tea và món mới theo mùa của quán gọi là S'more
-Green Tea 100k:chuẩn matcha xịn luôn,uống bạn sẽ cảm nhận được nguyên liệu tiền nào của đó.
-S'more 100k: món này ngon,được moi người khá yêu thích,có rắc hạt gì đó lên bề mặt kem ,mình thì thấy uống hơi giống Caramel.Ai thích ngọt nên gọi món này.
PHỤC VỤ:
- Thân thiện,nhiệt tình
GIÁ CẢ:
-Khá mắc,nhưng một khi đã uống nghiện luôn T^T không muốn uống quán nào khác nữa",7.6,starbucks coffee emart,vị trí nằm ngay cửa ra vào của emart không gian gồm có hai lầu order ở lầu trệt.tầng trên đẹp không gian đậm chất mỹ bên ngoài tiệm có cửa màu nâu cho giới trẻ chụp hình hơi bị chất thức uống tụi mình gọi green tea và món mới theo mùa của quán gọi là s more green tea 100k chuẩn matcha xịn luôn uống bạn sẽ cảm nhận được nguyên liệu tiền nào của đó. s more 100k món này ngon được moi người khá yêu thích có rắc hạt gì đó lên bề mặt kem mình thì thấy uống hơi giống caramel.ai thích ngọt nên gọi món này. phục vụ thân thiện nhiệt tình giá cả khá mắc nhưng một khi đã uống nghiện luôn t t không muốn uống quán nào khác nữa,positive,"[('green tea', 0.009561650636322468), ('chuẩn matcha', 0.0186387519684629), ('more green', 0.019123301272644937), ('gian gồm', 0.021627925302737404), ('gian đậm', 0.021627925302737404)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-05-15 22:38:00,Starbucks Emart,"Quán khá là vắng ở đây mặc dù dưới siêu thị đông nghịt người :)))) nước uống ở đây khá là ok, mình thì mình chỉ thích mấy loại trà ở đây thôi, k quad ngọt mà lại chua chua dễ uốnv trong thời tiết nắng nóng như này",7.4,starbucks emart,quán khá là vắng ở đây mặc dù dưới siêu thị đông nghịt người nước uống ở đây khá là ok mình thì mình chỉ thích mấy loại trà ở đây thôi k quad ngọt mà lại chua chua dễ uốnv trong thời tiết nắng nóng như này,positive,"[('quán khá', 0.013772665044068379), ('dưới siêu', 0.0198228057945184), ('siêu thị', 0.0198228057945184), ('thị đông', 0.0198228057945184), ('đông nghịt', 0.0198228057945184)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-05-15 00:30:00,Starbucks Coffee - Emart,"Món mới của starbucks s'more frappuchino khá ngon :3 hạp cho những người hảo ngọt như mình :)))) 
Món kế bên là hình như dâu gì đó hay sao của bạn mình nên mình không rõ :)) khá chua :)))",8.4,starbucks coffee emart,món mới của starbucks s more frappuchino khá ngon 3 hạp cho những người hảo ngọt như mình món kế bên là hình như dâu gì đó hay sao của bạn mình nên mình không rõ khá chua,None,"[('khá ngon', 0.018742807479308055), ('khá chua', 0.018742807479308055), ('more frappuchino', 0.02060148046196221), ('hảo ngọt', 0.02060148046196221), ('hay sao', 0.02060148046196221)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-05-11 12:55:00,Ngon!!,"Lần nào đi cũng trung thành latte nóng 😂😂😂😂!! Latte ở đây uống ok, view đẹp, nhẹ nhàng, đi hẹn hò bạn bè được, chụp hình sống ảo đẹp luôn :))) hehe, nhân viên thân thiện!! Tóm lại là okay, như mọi chỗ khác nên cũng không biết review gì nhiều :)))) !! Thats all !",6.6,ngon,lần nào đi cũng trung thành latte nóng latte ở đây uống ok view đẹp nhẹ nhàng đi hẹn hò bạn bè được chụp hình sống ảo đẹp luôn hehe nhân viên thân thiện tóm lại là okay như mọi chỗ khác nên cũng không biết review gì nhiều thats all,positive,"[('lần nào', 0.019023450631677305), ('thats all', 0.019023450631677305), ('trung thành', 0.03161515458398575), ('đây uống', 0.03161515458398575), ('nhẹ nhàng', 0.03161515458398575)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,Android,2016-05-08 17:52:00,Starbucks Coffee - Emart,"Lần đầu tiên uống bên Starbucks vì có 2 vé xem phim bên CGV Gò Vấp. Nhân viên vui vẻ, nhiệt tình phục vụ, giới thiệu tận tình mấy món thức uống chứ mình cũng đi nhiều chỗ cafe mà không được như vậy. Mở máy lạnh nhiệt độ khá thấp, trời nắng vào thì đã. Wifi rất mạnh. Có vẻ như mình lần đầu tiên uống nên cảm thấy green tea cream hơi ngọt, không có mùi green tea cho lắm, iced americano uống được chắc tại uống cà phê Việt Nam quen rồi :))",7.2,starbucks coffee emart,lần đầu tiên uống bên starbucks vì có 2 vé xem phim bên cgv gò vấp. nhân viên vui vẻ nhiệt tình phục vụ giới thiệu tận tình mấy món thức uống chứ mình cũng đi nhiều chỗ cafe mà không được như vậy. mở máy lạnh nhiệt độ khá thấp trời nắng vào thì đã. wifi rất mạnh. có vẻ như mình lần đầu tiên uống nên cảm thấy green tea cream hơi ngọt không có mùi green tea cho lắm iced americano uống được chắc tại uống cà phê việt nam quen rồi,None,"[('bên starbucks', 0.037182804930362766), ('phim bên', 0.037182804930362766), ('bên cgv', 0.037182804930362766), ('đầu tiên', 0.0645805430629091), ('lần đầu', 0.078292782042417)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,Android,2016-05-07 22:28:00,Starbucks Coffee - Emart,Phải nói là giá cả đi đôi với chất lượng. Rất thích greentea ở đây. Ngồi bên ngoài thoải mái hơn nhiều. Vì bên trong bật máy lạnh mà mở tung cả cái cửa trên lầu.. mà vẫn thấy lạnh vô cùngg,7.6,starbucks coffee emart,phải nói là giá cả đi đôi với chất lượng. rất thích greentea ở đây. ngồi bên ngoài thoải mái hơn nhiều. vì bên trong bật máy lạnh mà mở tung cả cái cửa trên lầu.. mà vẫn thấy lạnh vô cùngg,positive,"[('phải nói', 0.05542710912483324), ('chất lượng', 0.05542710912483324), ('phải', 0.1837446700431346), ('lượng', 0.1837446700431346), ('nói', 0.2858111930217005)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-05-07 18:21:00,Starbucks Coffee - Emart,"Đi Starbucks lần này lần thứ 2 rồi nên review lại cho nhớ, trưa nắng với học xong mình với đứa bạn rủ vô Emart chơi, gặp ngay Starbucks nên ghé vô uống, trà của mình chua chua ngọt ngọt nhưng càng uống thì càng chua không uống nổi. Nhân viên phục vụ rất tốt, niềm nở, vui vẻ, nhiệt tình, không gian trang trí đẹp, rộng. Mọi thứ ổn :))",7.0,starbucks coffee emart,đi starbucks lần này lần thứ 2 rồi nên review lại cho nhớ trưa nắng với học xong mình với đứa bạn rủ vô emart chơi gặp ngay starbucks nên ghé vô uống trà của mình chua chua ngọt ngọt nhưng càng uống thì càng chua không uống nổi. nhân viên phục vụ rất tốt niềm nở vui vẻ nhiệt tình không gian trang trí đẹp rộng. mọi thứ ổn,positive,"[('rồi nên', 0.04289999854798417), ('uống nổi', 0.04902461571690817), ('review lại', 0.05403548417162597), ('nhớ trưa', 0.05403548417162597), ('trưa nắng', 0.05403548417162597)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPad,2016-05-02 21:53:00,Lần đầu cảm giác thật tệ,"Thời đại mà đi đến đâu wifi phủ sóng tới đó, không ngờ vào starbucks mua một ly matcha 100k mà wifi miễn phí có 1h đồng hồ!! Tranh thủ lắm mới có thời gian ra ngoài, tính kiếm một chỗ yên tĩnh làm cái báo cáo gấp. Lại gặp trường hợp này! Tại sao không có một bảng thông báo nào về cái này nhỉ? Đã vậy mỗi pass sử dụng có một lần, mình k biết, xin bạn kế bên, kết quả mình vào được, bạn ý vào không được, tưởng mình chơi khăm lừa người ta!! Ức chế không!! 
Được cái nhân viên cũng tử tế, khi hỏi thì cũng đưa cho mình thêm vài cái pass. Nhưng làm vậy cũng chả cải thiện dc gì. Bực mình đang cần làm việc gấp, tốn tiền mà không dc như ý!!",1.0,lần đầu cảm giác thật tệ,thời đại mà đi đến đâu wifi phủ sóng tới đó không ngờ vào starbucks mua một ly matcha 100k mà wifi miễn phí có 1h đồng hồ tranh thủ lắm mới có thời gian ra ngoài tính kiếm một chỗ yên tĩnh làm cái báo cáo gấp. lại gặp trường hợp này tại sao không có một bảng thông báo nào về cái này nhỉ đã vậy mỗi pass sử dụng có một lần mình k biết xin bạn kế bên kết quả mình vào được bạn ý vào không được tưởng mình chơi khăm lừa người ta ức chế không được cái nhân viên cũng tử tế khi hỏi thì cũng đưa cho mình thêm vài cái pass. nhưng làm vậy cũng chả cải thiện dc gì. bực mình đang cần làm việc gấp tốn tiền mà không dc như ý,negative,"[('phủ sóng', 0.031095459933990127), ('sóng tới', 0.031095459933990127), ('starbucks mua', 0.031095459933990127), ('miễn phí', 0.031095459933990127), ('tranh thủ', 0.031095459933990127)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-04-28 17:20:00,Starbucks Emart GV,#TeamPT2 nhà 3 đứa gần nhà nhau cũng gần Emart luôn hẹn nhau đi cho biết chứ từ khi Emart mở ko biết ra sao lúa quá trong khi 3 d đưa là dân Xì Phố chính hiệu 😄 Starbucks ở đây đông quá đi buổi sáng mà ko có chỗ ngồi luôn á. Vẫn Matcha ik như cũ giờ Stb mở gần nhà khoẻ hơn ra múc Q1 rồi 😘,7.0,starbucks emart gv,teampt2 nhà 3 đứa gần nhà nhau cũng gần emart luôn hẹn nhau đi cho biết chứ từ khi emart mở ko biết ra sao lúa quá trong khi 3 d đưa là dân xì phố chính hiệu starbucks ở đây đông quá đi buổi sáng mà ko có chỗ ngồi luôn á. vẫn matcha ik như cũ giờ stb mở gần nhà khoẻ hơn ra múc q1 rồi,negative,"[('gần nhà', 0.019202401728221585), ('đứa gần', 0.02019471944438906), ('sao lúa', 0.02138855693250882), ('phố chính', 0.02138855693250882), ('chính hiệu', 0.02138855693250882)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-04-22 12:40:00,Starbucks Coffee - Emart,"Ghé quán vào dịp lễ nên hơi đông chỉ còn 1 bàn, nvien có 2 ng thôi nên đôi khi hơi bấn loạn :)) mình mang tumbler theo nhưng lúc tính tiền lại tính thêm cái tumbler ấy, bạn ấy tưởng mình vừa mua @@. 
Xg mình gọi greentea latte 1 muỗng sugar thôi nhưng đứng 1 lát bạn ấy mới hiểu trg khi những chi nhánh khác các bạn order khá nhanh. Chắc do nvien mới nên còn hơi lúng túng
Về nc uống thì vẫn greentea latte như mọi ngày & k có j bàn cãi về độ ngon của greentea của starbucks. Cuồng hơn 1 năm r chưa dứt dc 😍. Dẫn mấy đứa bạn đi mà k biết uống j mình recommend greentea latte ai uống cũng khen. Greentea cream thì phù hợp với bạn nào thích lớp cream béo béo ở trên thôi chứ theo mình uống nhanh ngán và hơi lạt mùi hơn greentea latte.",8.0,starbucks coffee emart,ghé quán vào dịp lễ nên hơi đông chỉ còn 1 bàn nvien có 2 ng thôi nên đôi khi hơi bấn loạn mình mang tumbler theo nhưng lúc tính tiền lại tính thêm cái tumbler ấy bạn ấy tưởng mình vừa mua . xg mình gọi greentea latte 1 muỗng sugar thôi nhưng đứng 1 lát bạn ấy mới hiểu trg khi những chi nhánh khác các bạn order khá nhanh. chắc do nvien mới nên còn hơi lúng túng về nc uống thì vẫn greentea latte như mọi ngày k có j bàn cãi về độ ngon của greentea của starbucks. cuồng hơn 1 năm r chưa dứt dc . dẫn mấy đứa bạn đi mà k biết uống j mình recommend greentea latte ai uống cũng khen. greentea cream thì phù hợp với bạn nào thích lớp cream béo béo ở trên thôi chứ theo mình uống nhanh ngán và hơi lạt mùi hơn greentea latte.,None,"[('nhưng đứng', 0.03516522208193211), ('ghé quán', 0.03600194412419348), ('vừa mua', 0.03600194412419348), ('muỗng sugar', 0.03600194412419348), ('mang tumbler', 0.04406903215572892)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-04-20 14:08:00,Starbucks Coffee - Emart,"Mua bình nước 150k được tặng li nước size L tuỳ chọn 
Matcha cream và matcha latte đều ngon :3 
Mỗi lần đến starbucks đều uống matchaaaa 
Starbucks Emart đang có khuyến mãi, từ 25/3-25/6 2 vé xem phim ở CGV Gò Vấp được mua 1 tặng 1 ở Starbucks Emart",8.4,starbucks coffee emart,mua bình nước 150k được tặng li nước size l tuỳ chọn matcha cream và matcha latte đều ngon 3 mỗi lần đến starbucks đều uống matchaaaa starbucks emart đang có khuyến mãi từ 25 3 25 6 2 vé xem phim ở cgv gò vấp được mua 1 tặng 1 ở starbucks emart,positive,"[('mỗi lần', 0.01447510100996536), ('starbucks emart', 0.016187432471859445), ('đều ngon', 0.019836778390122604), ('tuỳ chọn', 0.02158402893157665), ('uống matchaaaa', 0.02158402893157665)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-04-20 13:39:00,Starbucks Coffee - Emart,"Greentea cream 
Nước thì ngon cơ mà sao bữa nay thấy kem không ngon như mọi ngày 
Cảm giác có vẻ hơi nhạt",8.0,starbucks coffee emart,greentea cream nước thì ngon cơ mà sao bữa nay thấy kem không ngon như mọi ngày cảm giác có vẻ hơi nhạt,negative,"[('greentea cream', 0.019268438296003793), ('hơi nhạt', 0.019268438296003793), ('cream nước', 0.032010824597880586), ('nước thì', 0.032010824597880586), ('sao bữa', 0.032010824597880586)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,Android,2016-04-14 15:17:00,Thức uống ngon 😍,"Starbuck đang có chương trình mua 1 ly giữ nhiệt tặng 1 ly nước bất kỳ nên mình và bạn mình đi thử. Mình và bạn mình uống trà xanh, thức uống béo, hơi ngọt và ko thấy mùi trà xanh lắm. Tuy nhiên lần trước ghé starbuck mình uống cà phê thì mùi cà phê lại rất thơm và ngon 👍 có lẽ starbuck chuyên về cà phê 😍, bánh ở starbuck ngon lắm, ngọt vưà, ăn ko ngán 👍.Mình đi trưa thứ 5 nên quán vắng, yên tĩnh, bạn nhân viên vui vẻ nhiệt tình, thức uống làm nhanh, quán bày trí đẹp, thích nhất kệ để mấy cái ly 😍",7.8,thư c uô ng ngon,starbuck đang co chương tri nh mua 1 ly giư nhiê t tă ng 1 ly nươ c bâ t ky nên mi nh va ba n mi nh đi thư . mi nh va ba n mi nh uô ng tra xanh thư c uô ng be o hơi ngo t va ko thâ y mu i tra xanh lă m. tuy nhiên lâ n trươ c ghe starbuck mi nh uô ng ca phê thi mu i ca phê la i râ t thơm va ngon co le starbuck chuyên vê ca phê ba nh ơ starbuck ngon lă m ngo t vưa ăn ko nga n .mi nh đi trưa thư 5 nên qua n vă ng yên ti nh ba n nhân viên vui ve nhiê t ti nh thư c uô ng la m nhanh qua n ba y tri đe p thi ch nhâ t kê đê mâ y ca i ly,positive,"[('tra xanh', 0.0031042021358093797), ('xanh thư', 0.00640898118290715), ('phê thi', 0.006729404532539533), ('giư nhiê', 0.006832158647593594), ('hơi ngo', 0.006832158647593594)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,Web,2016-04-09 19:19:00,Matcha ngon tuyệt.,"Phải nói matcha uống hoài uống mãi không thấy hết làm đứa mê matcha như mình đây rất là phấn chấn. :))
View quán khá đẹp, ngồi gần cửa sổ là nhìn ra bãi xe ở dưới vào ban đêm lung linh khỏi bàn, nhân viên quán dễ thương.
Tuy nhiên quán hơi ồn một tẹo, chắc một phần cũng do bên emart âm thanh lớn quá.
starbucks emart Matcha",8.6,matcha ngon tuyệt.,phải nói matcha uống hoài uống mãi không thấy hết làm đứa mê matcha như mình đây rất là phấn chấn. view quán khá đẹp ngồi gần cửa sổ là nhìn ra bãi xe ở dưới vào ban đêm lung linh khỏi bàn nhân viên quán dễ thương. tuy nhiên quán hơi ồn một tẹo chắc một phần cũng do bên emart âm thanh lớn quá. starbucks emart matcha,positive,"[('phải nói', 0.03788275735741611), ('phấn chấn', 0.03788275735741611), ('thấy hết', 0.05522457059192794), ('mình đây', 0.05522457059192794), ('đây rất', 0.05522457059192794)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-04-05 20:27:00,Món uống khá ổn. Hơi ngọt,"Mình gọi ly matcha đá xay vs matcha đá viên. Vị cũng ok nhưng hôm nay hơi ngọt hơn bình thường. Đá xay có thêm kem nên béo béo hơn xíu. Matcha đá viên thì ổn hơn.))
Được cái view đẹp, cảnh emart đẹp, cách trang trí ở starbucks emart cũng ok nữa. Nói chung để chụp hình selfie thì quá chuẩn.",7.6,món uống khá ổn. hơi ngọt,mình gọi ly matcha đá xay vs matcha đá viên. vị cũng ok nhưng hôm nay hơi ngọt hơn bình thường. đá xay có thêm kem nên béo béo hơn xíu. matcha đá viên thì ổn hơn. được cái view đẹp cảnh emart đẹp cách trang trí ở starbucks emart cũng ok nữa. nói chung để chụp hình selfie thì quá chuẩn.,positive,"[('mình gọi', 0.04125519435465749), ('matcha', 0.15169539219730377), ('mình', 0.17203800792765256), ('hơn', 0.1945522499566614), ('xay', 0.20712578970376702)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-03-25 10:06:00,Starbucks Emart,"Quán có không gian thoải mái, rộng rãi. Nhưng bị hạn chế là wifi dùng đc có 1h, hết là coi như ai muốn ngồi đây học bài làm việc laptop cũng chịu, kiểu như đuổi khách :) mỗi ng là 1 mã code wifi riêng.

Nước uống ly lớn khá là nhiều, mình gọi ly machiato uống thơm ngon mà hơi ngán uống đc nửa ly thoy à :(",6.8,starbucks emart,quán có không gian thoải mái rộng rãi. nhưng bị hạn chế là wifi dùng đc có 1h hết là coi như ai muốn ngồi đây học bài làm việc laptop cũng chịu kiểu như đuổi khách mỗi ng là 1 mã code wifi riêng. nước uống ly lớn khá là nhiều mình gọi ly machiato uống thơm ngon mà hơi ngán uống đc nửa ly thoy à,positive,"[('rộng rãi', 0.021475795872497136), ('gian thoải', 0.029556078301991556), ('thoải mái', 0.029556078301991556), ('mái rộng', 0.029556078301991556), ('quán', 0.12408600034639534)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,iPhone,2016-03-19 20:46:00,Khá Ok,"Đi lần thứ 3 nhưng mới nhớ lên đây để review. 
Quán khá dễ tìm khi tới Emart vì nó nằm ở mặt tiền luôn. Trang trí khá đẹp, thường thì lên trên lầu cho rộng rãi và nhìn xuống đường đẹp hơn ^^ nhưng cũng vì lý do này nên hơi ồn, ai muốn yên tĩnh thì chắc phải mua về.
Vc mình thường uống Chocolate Chip và Caramel Cream, giá ly lớn của hai loại này là 100-105k. Ly lớn này chắc uống 2 người mới hết vì quá nhiều. Nhìn ở dưới bán bánh nhìn khá đẹp mặt nhưng mắc quá không mua ^^.",8.2,khá ok,đi lần thứ 3 nhưng mới nhớ lên đây để review. quán khá dễ tìm khi tới emart vì nó nằm ở mặt tiền luôn. trang trí khá đẹp thường thì lên trên lầu cho rộng rãi và nhìn xuống đường đẹp hơn nhưng cũng vì lý do này nên hơi ồn ai muốn yên tĩnh thì chắc phải mua về. vc mình thường uống chocolate chip và caramel cream giá ly lớn của hai loại này là 100 105k. ly lớn này chắc uống 2 người mới hết vì quá nhiều. nhìn ở dưới bán bánh nhìn khá đẹp mặt nhưng mắc quá không mua .,positive,"[('lần thứ', 0.05343140679368358), ('nhớ lên', 0.17417553155034302), ('lên đây', 0.17417553155034302), ('thứ', 0.18953211623416724), ('review', 0.18953211623416724)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,Web,2016-03-19 17:25:00,Ok,"Giá vẫn vậy nhưng có điều nước khá ngọt. Mình mua sang quán Pizza bên cạnh ăn chứ không uống tại chỗ
Vị trí đẹp và nhân viên nhiệt tình và nhanh nhẹn",7.4,ok,giá vẫn vậy nhưng có điều nước khá ngọt. mình mua sang quán pizza bên cạnh ăn chứ không uống tại chỗ vị trí đẹp và nhân viên nhiệt tình và nhanh nhẹn,positive,"[('giá vẫn', 0.02541909697430123), ('khá ngọt', 0.02541909697430123), ('vẫn vậy', 0.04188746641162499), ('vậy nhưng', 0.04188746641162499), ('điều nước', 0.04188746641162499)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,Android,2016-03-11 22:29:00,Chất lượng phục vụ tốt,"Hôm nay đi siêu thị, thấy có starbucks ghé thử, lần đầu uống luôn, nghe tiếng là ngon. Mình rất thích cappuchino nên gọi một phần. Không biết do mình khó tính hk, nhưng mà lần đầu gọi đồ uống ở starbucks có chút thất vọng, hk thấy vị béo ở cappuchino.. buồn 3s, nhưng đổi lại mấy bạn nhân viên cực dễ thương nhé, nói chuyện nhẹ nhàng dù sắp tới giờ đóng cửa vẫn tiếp đón khách nồng nhiệt, hk gắt gỏng hay khó chịu gì đâu nhé. Có lẽ lần sau quay lại thì hk gọi cappuchino nữa, thất vọng với món uống này, lần sau sẽ thử matcha cream.",7.0,chất lượng phục vụ tốt,hôm nay đi siêu thị thấy có starbucks ghé thử lần đầu uống luôn nghe tiếng là ngon. mình rất thích cappuchino nên gọi một phần. không biết do mình khó tính hk nhưng mà lần đầu gọi đồ uống ở starbucks có chút thất vọng hk thấy vị béo ở cappuchino.. buồn 3s nhưng đổi lại mấy bạn nhân viên cực dễ thương nhé nói chuyện nhẹ nhàng dù sắp tới giờ đóng cửa vẫn tiếp đón khách nồng nhiệt hk gắt gỏng hay khó chịu gì đâu nhé. có lẽ lần sau quay lại thì hk gọi cappuchino nữa thất vọng với món uống này lần sau sẽ thử matcha cream.,positive,"[('hôm nay', 0.03889078755018187), ('siêu thị', 0.052870135631241745), ('luôn nghe', 0.052870135631241745), ('nghe tiếng', 0.052870135631241745), ('thị thấy', 0.11809602667992247)]",Quận Gò Vấp
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-emart,Android,2016-03-07 12:59:00,View chụp hình đẹp 😍😍,"Về độ ngon và cách phục vụ thì khỏi phải nó tới. Chủ yếu là view chụp hình rất đẹp, nếu đi vào buổi sáng lên lầu ngồi sẽ không bị chói nắng chụp đã luôn, còn ngay góc cầu thàng chụp đc bãi xe hơi như nước ngoài ấy.",8.0,view chụp hình đẹp,về độ ngon và cách phục vụ thì khỏi phải nó tới. chủ yếu là view chụp hình rất đẹp nếu đi vào buổi sáng lên lầu ngồi sẽ không bị chói nắng chụp đã luôn còn ngay góc cầu thàng chụp đc bãi xe hơi như nước ngoài ấy.,positive,"[('cách phục', 0.032952100414193816), ('thì khỏi', 0.032952100414193816), ('khỏi phải', 0.032952100414193816), ('tới', 0.12216430321598082), ('chủ yếu', 0.16305887380392117)]",Quận Gò Vấp
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,iPhone,2022-05-10 09:33:00,Phúc Long Estella Place,"Trà đào pha ko ngon, uống nghe y như mùi thuốc bắc :( nghe mùi chóng mặt luôn",4.2,phúc long estella place,trà đào pha ko ngon uống nghe y như mùi thuốc bắc nghe mùi chóng mặt luôn,positive,"[('trà đào', 0.021567786782198985), ('mặt luôn', 0.021567786782198985), ('đào pha', 0.035715520099333646), ('ngon uống', 0.035715520099333646), ('thuốc bắc', 0.035715520099333646)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,Web,2022-03-01 15:55:00,Phúc Long Estella Place,"Đây là hình ảnh sản phẩm của cửa hàng và hình ảnh thực tế của sản phẩm
Hai cái hoàn toàn khác nhau
Khá thất vọng về phúc long",2.6,phúc long estella place,đây la hi nh a nh sa n phâ m cu a cư a ha ng va hi nh a nh thư c tê cu a sa n phâ m hai ca i hoa n toa n kha c nhau kha thâ t vo ng vê phu c long,negative,"[('nhau kha', 0.012545732790105558), ('kha thâ', 0.012545732790105558), ('phâ', 0.038317234451900446), ('kha', 0.06032180892480273), ('đây', 0.07756772112218133)]",Tp. Thủ Đức
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-estella-place,iPhone,2021-03-02 13:13:00,Phúc Long Coffee & Tea - Estella Place,"kem khá ngọt, matcha đài loan, hem p matcha nhật :))₫ buồn 3s",7.6,phúc long coffee tea estella place,kem khá ngọt matcha đài loan hem p matcha nhật buồn 3s,negative,"[('kem khá', 0.020435055290363522), ('nhật buồn', 0.020435055290363522), ('khá ngọt', 0.033892441937102495), ('đài loan', 0.033892441937102495), ('loan hem', 0.033892441937102495)]",Tp. Thủ Đức
