Chain,Link,Via,Datetime,Summary,Full Content,Rating
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2019-02-27 17:29:00,Starbucks Coffee - Phan Xích Long,"Không gian rộng, tuy là khách đông nhưng còn 2 tầng lầu nữa bên trên với lại nhiều chỗ ngồi lắm nên rất thoải mái, cũng có đủ không gian riêng tư
Ly mình uống là Rasberry Frapp 80k size Tall, uống cũng được nhưng mà không hợp khẩu vị mình. Chắc mình hảo mấy món béo hơn",8.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2019-02-24 09:36:00,Starbucks Coffee - Phan Xích Long,"Lần đầu mình đến chi nhánh của Phan Xích Long, không gian khá là rộng, ko thiếu chỗ ngồi mặc dù đông khách. Hơn nữa nhà vệ sinh cũng rất là sạch sẽ. Nhân viên ở đây đúng là có nhiệt tình thật nhưng mà hơi mất thiện cảm do hơi thiếu chuyên nghiệp qua cách nói chuyện. Mình uống món Rasberry Black Currant size Tall là 80k, nói chung uống thử mùi này cho bik v thôi chứ cá nhân mình lại ko thích vị này lắm nên lần sau sẽ gọi món khác
👉Follow Ig @myanhnguyenthi to explore more places and somewhere in Vietnam 📍",8.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2019-01-17 16:01:00,Tệ,"Nước không ngon
Tiếc của wifi với khách. 
Vẫn xài 3g 24/24 nhưng ko thích thể loại quán thế này. Wifi 350k/tháng xài cho cả quán mà cũng tiếc của. Phải nhập mã này nọ. Giới hạn tgian xài đồ ]]",2.6
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-12-15 00:43:00,Starbucks Coffee - Phan Xích Long,Toàn me khuyến mãi trên nơ để uống tiền nào của đó mà sao mình vẫn thấy hơi ngọt 😂,8.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2018-12-07 01:24:00,Starbucks Coffee - Phan Xích Long,"Nước uống tuy hơi pha không ngon bằng một số chi nhánh khác nhưng pvụ tốt, view đẹp. Mỗi tội hồi trước có lầu 2 có sofa ngồi yên tĩnh mà h sửa chữa rồi. Hy vọng sớm sẽ sửa xong",5.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2018-11-24 21:48:00,Starbucks Coffee - Phan Xích Long,"Không gian rộng rãi thoải mái, view đẹp. Nhân viên lịch sự, dễ thương. Nước uống khá ổn. Sẽ quay lại uống những món khác.",6.8
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-11-07 22:53:00,Starbucks Coffee - Phan Xích Long,"- hồi trước có thử Caramel ở đây một lần và đã bỏ nửa li vì không hợp. Cứ nghĩ xưa giờ thích trà xanh nên quyết tâm đi lại 1 lần nữa mặc cho bạn bè cản. Và hôm nay đã được nếm trà xanh mà mọi người đều khen là ngon, chuẩn vị nhật bản. Thề là uống vô cảm giác đầu tiên là ngọt kinh khủng, như kiểu đá xay nước đường, mùi trà xanh thì nhẹ không ấn tượng nhiều lúc còn đùa với bạn là đang uống đậu xanh việt nam gắn mác trà xanh nhật bản :) 
- li của bạn Han là Chocolate Chip, thì đây, ngọt ở một tầm cao mới. Bạn Han là đứa mê ngọt mà còn nói max ngọt. Chờ tan đá ra bớt mới uống. @@",4.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,MobileWeb,2018-11-02 16:10:00,NGỌT HƠN CHÈ,"Không biết xui rủi sao bình thường uống chi nhanh khác rất ổn. Hôm nay order trên Now ship tới nhà, Mình uống Green Tea mà tưởng uống nước đường. Lạy chúa nó còn ngọt gấp mấy lần chè Ý Phương. Bây giờ không lẽ đổ nước lã vào cho bớt ngọt :(",7.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-10-30 13:30:00,Dở kinh khủng,"Vừa order qua now 3 ly. 1 ly cappuccino 1ly mocha 1ly chocolate chip. Cả 3 ly đều dở chưa từng thấy. Mocha thì đắng nghét, chocolate thì lạt nhắt. Xưa giờ uống ở đây ko mà bữa nay thất vọng kinh khủng",3.8
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-10-16 19:04:00,Starbucks Phan Xích Long,"Không gian đẹp, sạch sẽ, thoáng. Phong cách rất đặc trưng. Thích nhất ngồi chỗ này, nhân viên rất nhiệt tình ❤️❤️",10.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2018-09-30 18:39:00,Tốt,"Gửi xe toàn báo hết chỗ, chạy thêm ...m để gửi xe
Nên hnay ta đi go viet mua starbuck luôn cho máu
Mặt tiền Phan Xích Long. Con đường này ko thua kém gì Hồ Tùng Mậu, nhiều quán trà sữa cafe sang choảnh lắm

Cứ đến Starbucks là làm ly Green Tee Cream Frappucino size Venti. Uống no ứ hự kèm nỗi lo tăng ký ko hề nhẹ

Thức uống ngon. Matcha đá xay kèm theo lớp cream, lớp cream này m thấy bình thường thôi ko đủ sức tạo điểm nhấn cho ly matcha này. Ly venti to lắm nha, uống một hơi rất đã ko còn nỗi lo mau hết như uống matcha ở các quán trà sữa khác, và mùi vị cũng thơm và đậm vị hơn hẳn. Cà phê ở đây thì quá bình thường. Giá cả thì ko rẻ, nhưng chất lượng chấp nhận đc so với mức giá.

View cũng bình thường, ở mức khá. Quán có lầu nên ae có thể lên trên cho thoáng và ngắm cảnh bao quát hơn. Không gian quán đơn giản và yên tĩnh.",8.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-09-24 16:07:00,Starbucks Coffee - Phan Xích Long,"Hôm rồi qua Stabuck order món mới , mình không nhớ rõ tên, nhưng nhớ là có mùi quế , hix , thực sự ko hạp với mình rồi, có lẽ Bạn nào uống được mùi vị này thì mới cảm được. không gian thì rộng rãi, yên tĩnh",8.6
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2018-09-07 12:44:00,Quán tạm.,"Thương hiệu nổi tiếng nhưng cái bảng giá một đằng, tính tiền một kiểu nên không cảm tình (trên bảng ghi 78k, nhưng hoá đơn lại ghi 78.182 cộng thuế 7.818 đề thành 86.000). Nước trà xanh latte không ngon.",4.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Web,2018-07-03 13:02:00,Starbucks Coffee - Phan Xích Long,"Đây là 1 trong những chi nhánh starbucks mà mình thích nhât, ko gian rộng, có tận 3 lầu ngồi siêu thoải mái, có nhiều góc ngồi đẹp và sáng sủa do giáp 2 mặt tiền đường í. 

Mình gọi 2 caramel macchiato size ventu, 2 ly khoảng 180k. Toffee nut crunch ly venti quá nhiều, chắc mốt gọi tall thôi là vừa chứ ham hố uống khoảng 1/3 là no rồi, hoặc 2 người 1 ly chứ venti nhiều lắm luôn. Caramel macchiato ngon, thơm cực, thích hợp cho mấy bữa uống cafe nhẹ nhàng vì món này cũng ít cafe lắm, chủ yếu là sữa.",8.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-06-29 14:56:00,Starbucks Coffee - Phan Xích Long,"Dòng trà sữa panna cotta frappucino thấy giá đắt nhưng không xứng với chất lượng (111k). Ly này không có mùi trà sữa gì đâu mà là mùi gì rất khó uống, đắng ngắt, panna cotta giống bánh flan bình thương :) nhân viên ở đây kiểu làm việc trong môi trường đẳng cấp rồi hay sao lúc mình order thì mặt siêu chảnh. Đi về thì không 1 lời cảm ơn + 1 lời hẹn gặp lại gì luôn. Không gian hơi ồn vì ở đây rất đông và có tiếng nói chuyện của rất nhiều người... Toilet cũng không được sạch. Vị trí lớn nhưng ở trong ít chỗ ngồi, có lầu 2 nhưng không được phép lên.",1.8
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-06-05 20:33:00,Starbucks Coffee - Phan Xích Long,"Hay uống ở đây, pv ok nhiệt tình, đồ uống thì khỏi bàn rồi, đắt xắt ra miếng mà👍",7.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-05-26 23:02:00,‼️ Season mới của Starbucks có như lời đồn,"🥤 Mango 🍋
Tui là tui bồ kết ly Mango dòi 😂 xịn lắm 😎 uống siêu ok mà thích nhất vị thạch của nó 😍 dù tui đã đọc review rồi cũng sợ hãi lắm khi phải bỏ ra tận 110k để uống em ấy nhưng thôi tui cũng muốn thử để xem có như lời đồn không 😅 mà nó không làm tui thất vọng mấy ông à 🙆🏻‍♀️ ngon đấy nga 😁 nãy tui đứng order tui thấy nguyên hàng dài người ta ai cũng kêu mango nha nên không phải có mỗi tui thích thôi đâu 🔥
🥤 Matcha - ramisu
Đúng như lời đồn đoán 🤦🏻‍♀️ mua xong thấy tiếc tiền dễ sợ 😣 Tôi đã nghi nghi rồi nên kêu toàn 50 đường thôi mà không hiểu sao uống vào nó không có mùi matcha nào cả 😭😞 toàn mùi "" sữa bột "" cái mùi làm tôi nhợn da gà nhất 🤢🤢 tại sao bạn lại đối xử vậy như với tôi hả bạn 🧜🏻‍♀️ lần đầu tiên tui thất vọng với món mới của bạn đó nha bạn 😒😒 hứa không có lần sau đi nha bạn 🧜🏻‍♀️",7.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-05-20 15:26:00,Starbucks Coffee - Phan Xích Long,"Uống thử vị mới - mango. Hơi ngọt nhưng khá ngon và béo
Không gian rộng rãi. Để xe tiện.",8.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-05-09 23:52:00,Ngon.,"Lâu lâu mình cũng thường hay đi starbucks này, nói chung mình thích đi mấy cái stabucks trên q1 hơn vì ở dó vui với nhộn nhịp hơn. Chỗ này gửi xe trước cửa nha. Không gian bên trong rộng rãi thoáng mát lắm. Nhân viên nhiệt tình thân thiện nè, cũng dễ thương lắm, không hiểu sao bạn mình đi trúng mấy ngày nhân viên khó ở không à. Mình gọi:
- Java chip: món này uống cũng khá là ngon, có cà phê là mình thích à, nhưng sợ mất ngủ nên yêu cầu café decaf. Với lại giảm ngọt nữa hehe.
- Bánh: bánh thì bán cũng theo mua, cái mình chọn có vị cà phê, ăn cũng được mà hơi ngọt, mà kiểu starbucks bán gì cũng hơi ngọt á, nên các bạn cân nhắc nhen.",7.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-05-05 23:55:00,Bad attitude of the parking staff,"To whom concerning this complaint - starbucks Phan xich long

I had a bad experience at the 1st ground before getting in SB store with the parking service! The parking staffs told me to park at the hotpot store with the coca cola umbrella. I rode 2 times there and they did not let me parking! I came back and parked in front of the SB store! 
5:10pm i left the store, my motorbike tyre was flatted unconditional! I repaired the puncture at the motorbike repaired in front of Lotteria! Then on the way home, i had a punture! I have no word to comments on the bad attitudes of the parking staff! If my motorcycle had punture at night time without any repair store opened, or any accidents or injuries who will take this responsibility for those merciless acts! 
I feel very sorry to say that SB store needs to consider and take appropriate action, not only for myself raising this complaint but also for improving service! 
It is unacceptable in the world wide branch as Starbucks and service management! 
Look forward to your feedback!",1.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2018-03-04 15:56:00,Starbucks,"Lâu lâu vô ngồi cafe sang chảnh 1 bữa á, quán giống quán cafe doanh nhân hay cafe hot teen ghê, toàn mấy bạn đẹp đẹp vô ngồi không hà. Giá nước thì cao á, mà đúng rồi Strabucks ở nước nào giá cũng giống giống vậy, vời chất lượng mà. Lớp milk floam ở Starbucks làm ngon nè, béo và nhiều nữa, mình hay uống matcha milk floam mà bữa ăn no rồi nên đổi món khác uống ít mập hơn nè ;) Bữa sau sẽ uống matcha lại, bữa giờ không uống rồi thêm ghê luôn á, matcha Starbuck là bao ngon.",7.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2018-02-27 18:11:00,Starbucks Coffee - Phan Xích Long,Món nước mới có jelly ngon. Nhân viên tư vấn nhiệt tình,10.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2018-02-26 22:31:00,Starbucks Coffee - Phan Xích Long,"Starbucks Phan Xích Long khá rộng rãi và không gian đẹp, tha hồ sống ảo checkin, chất lượng thì khỏi bàn r. Nhân viên dễ thương và thân thiện
Mình order 1 ly caramel macchiato size tall. Uống khá ngon và vừa miệng, thơm mùi cà phê nhẹ nhẹ. À bánh choccolate cũng ngon nữa nha vị ngọt nhẹ, k bị ngấy
Giá cả thì đi đôi vs chất lượng và thương hiệu nên khá chát. Ly của mình là 88k",8.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2018-02-12 00:39:00,Starbucks Coffee - Phan Xích Long,"- Starbucks chi nhánh này rộng rãi thoải mái. Nhân viên cũng thân thiện nữa. Tụi mình đi 3 người nên gọi vài món sau:
+ Salted Caramel Mocha Crumble (Frapp): có dạng đá viên nữa nhé! Ly này thơm, phía trên có hạt muối biển mặn mặn khá ngon. Duyệt!
+ Mango Passion Fruit: bạn mình tính gọi Chestnut Latte mà hết nên đổi qua ly này. Mình có thử miếng mà thấy không ấn tượng cho lắm. 
+ Blueberry Cheesecake: dòng cheesecake của SB hầu như đều ngon. 
- Mình thì chỉ thích vài loại của SB như dòng: nước theo mùa, greentea latte (thích nhất), greentea cream, choco chip cream, latte. Nước mùa Valentine kỳ này nhìn rất hấp dẫn, mình sẽ thử sau.",8.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,MobileWeb,2018-01-13 13:18:00,Gửi xe cực kì phiền!!!!,"Tới trước SB bảo vệ nói hết chỗ chỉ chạy ngược chiều 500m tới Kichikichi, bảo vệ chỉ chạy ngược về lại SB gửi xe. Bảo vệ SB có vẻ khó chịu vì nhận thêm xe.
Tại sao kì cục vậy???!!!!!!!",1.6
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2017-12-25 03:01:00,Sẽ quay lại,"Mình order 1 Mocha bạc hà đá xay, 1 bánh socola,bánh và nước vị ngọt vừa, k bị gắt, đá xay vừa phải k quá lạnh, ly lớn phải 2 ng uống mới đc, 1 ng uống no luôn, sẽ quay lại thử những thức uống khác.
Không gian cực thích vì đơn giản, thoáng, ngồi ngoài ban công cũng mát mẻ nữa.
Nhân viên thân thiện vừa phải, hơi khó chịu khi bạn nv lên đuổi nhẹ vì quán sắp đóng cửa nhưng khi xuống những tầng dưới thì còn rất nhiều ng đang ngồi và còn vài ng vừa order nước xong vào ngồi nữa, nếu quán gần đến giờ đóng cửa như bạn nói thì s vẫn nhận khách?",8.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-12-05 01:03:00,Trưa nắng tấp vào...,Không gian ở đây kiểu cổ cổ nên mình rất thích. Nhân viên làm việc rất nghiêm túc và nhiệt tình. Mình quên áo khoác thì được anh quản lí hỗ trợ rất chu đáo. Điểm cộng cho nhân viên ở đây. Còn đồ uống thì chất lượng khỏi bàn rồi. Giá cao so với các loại khác nhưng phải uống mới biết được tiền nào của nấy.,10.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2017-11-08 14:22:00,Khá ổn,"Không gian quán rộng rãi dễ chịu nhưng view thì bình thường không có gì đặc sắc. Nhân viên khá là nhiệt tình, lịch sự. Vì hơi mệt nên không có tâm trạng thử món nào hết mà chỉ dùng chocolate nóng mà phải gọi là cacao nóng thì đúng hơn, cũng ổn ko quá ngọt. Theo lời nhân viên dùng thử món bánh mới red velvet pie mà không hợp khẩu vị lắm vì mình không thích bánh quá ngọt. Giá hơi chát do thương hiệu.",7.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-10-31 18:04:00,Starbucks Coffee - Phan Xích Long,"Iced Maple Pecan ngon nè, ko quá ngọt, lại thơm.. Chỉ tiếc cái nó bán giới hạn.. Phải tranh thủ uống mới được..",8.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-10-19 02:09:00,Favorite shop in the city,Shop này đặc biệt có thiết kề tầng trệt trần cao nên cảm giác rất thoải mái khi ngồi làm việc. Có chỗ đậu xe hơi. Nhân viên dễ thương và nhiệt tình. Chịu khó chiều ý khách mà vẫn tươi cười vui vẻ. Đồ uống thì xem như theo công thức đều giống những starbucks khác nên ko có gì than phiền. Top price range thou!,6.8
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-10-15 12:53:00,Most favorite shop in the city,"Mình rất hay ra đaay ngồi làm việc nhất là tầng trệt vì có trần cao, nhân viên vui vẻ thân thiện vô cùng",8.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2017-09-26 10:37:00,Starbucks Coffee - Phan Xích Long ❤💙💚💛💜,"Hôm bữa mình đi chơi thì có ghé Starbucks Coffee ở đường Phan Xích Long, Phú Nhuận... Ở đây không gian rộng, thoáng,view đẹp thích hợp cho chụp hình... Mình đi lúc tối cũng đông nên lên lầu 2 ngồi... Mình có đi với đứa cháu... 2 người uống caramel nên hết 190K... Nước ở đây ngon... Có kem béo ở trên nên mình thích... Nhân viên ở đây cũng nhiệt tình nên mình hài lòng về cách phục vụ ở đây... Gần nhà nên sẽ cố gắng ủng hộ những món nước khác của Starbucks nữa .... ❤ 💙",7.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-09-21 14:48:00,Starbucks Coffee - Phan Xích Long,"Starbucks ở Phan Xích Long ổn nhất từ nhân viên đến thức uống, thức uống mùa thu cực ngon, không gian đẹp và yên tĩnh lắm! Giá xứng đáng với thương hiệu.",9.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-09-14 00:32:00,Review,"Khá thất vọng 
Hôm bạn mình ord 3 ly hình như là 1 matcha đá xay 1 socola đá xay hay cafe đá xay ( như hình) 1 vani đá xay hay gì đó mình không nhớ 
Mà mình có uống thử matcha thì thật vọng vô cùng không có vị gì của matcha mà mình là nge vị chua chua gắt khó uống đá thì tan lỏng le không ngon chút nào còn uống thử qua cafe hay s á mình k biết thì thôi lạc k còn gì để nói 
Mình có nge mấy ng bạn mình nói starbucks rất ngon nhưng mà hôm nay lần đầu tiên mình uống thử thì lại thấy vọng mong cửa hàng xem xét lại",4.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2017-09-03 10:57:00,Starbucks,"Nghe thương hiệu starbucks đã lâu nay mới dám bỏ tiền đi uống thử nhưng thật sự thất vọng về vị của nước uống ko ngon như số tiền mình bỏ ra
Nó cứ lạt lạt và không thơm chút nào 
Giá thì chát nhưng chất lượng ko đem lại cho mình chút hài lòng nào
Không gian thì rộng rãi thoáng mát ;) sạch sẽ 
Wifi thì mạnh ;) mọi thứ về vật chất đều tốt 
View nhìn ra đường cũng đẹp 
Nhân viên thì không thân thiện cho lắm kiểu như không muốn tiếp khách mặt 1 đống kì lắm hỏi gì cũng kiểu trả lời cho có
Nhưng chú bảo vệ thì dễ thương ;)
Sẽ cố gắng để dành tiền quay lại thử món khác xem nó có khác không chứ sợ mình order chưa đúng",6.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2017-08-31 20:12:00,Cần bộ phận kiểm tra chất lượng,"Order 2 ly Black tea latte mà 1 ly toàn sữa ,1 ly vừa trà vừa sữa như chuẩn. Xong mình xuống đổi thì nhân viên pha lại cho mình ly khác nhiều trà hơn, lúc này lại đắng hơn ly của bạn mình. Mình xuống hỏi tại sao 1 loại nước mà lại khác nhau về chất lượng như vậy thì nhân viên lại giải thích vòng vo mắc mệt.
Nói chung đi starbucks q1 thấy khác hẳn. Cần 1 bộ phận QC để kiểm tra công thức và cách pha chế của nv để đảm bảo rằng khách bỏ tiền uống ly nước ko uổng tiền.",4.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2017-08-31 08:26:00,Ngonnnnn,"Thấy review nhiều nên quyết định đi uống thử... Không ngờ ngon không chịu được... ❤ Đi vào quán nhân viên phục vụ nhiệt tình, mình và đứa cháu không biết nên gọi nước gì nên đành uống camarel machiato vì feedback nhiều... Uống như vị sữa dừa có kem béo ở trên... Mình và đứa cháu uống ly lớn tổng Bill là 180k thì phải... Không gian ở đây thoáng, mình và đứa cháu đi lúc 7h30 tối thấy quán cũng hơi vắng... Các bạn nên lên lầu cao nhất để uống vì có view đẹp, dễ chụp ảnh và có ban công để nhìn ra ngoài đường... Nói chung OK... Sẽ cố gắng đến và thưởng thức nhiều món hơn... ❤",7.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-08-26 20:22:00,Ngon và thoải mái,"Nước uống ngon, không gian ngồi thoải mái, phục vụ nhiệt tình, vui vẻ❤❤❤❤",7.8
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-08-26 15:04:00,Sẽ quay lại :),"Điều đầu tiên phải nói mình k thích đó là phải chạy xuống hẻm kia để gửi xe vì quán ko đủ chỗ để xe . 
Mình đi tầm 9g tối và lúc đó trời đang mưa . Lúc vừa gửi xe xong đi bộ lại thì có chủ bảo vệ mở cửa rất thân thiện. Khi vô tới quán thì gặp a order nước . Ôi thôi a í hơi bị dễ thương , vui vẻ và thân thiện lắm luôn ( ấy í hơi thấp , hơi tròn ) 
Đến phần nước thì lúc đầu mình gọi greentea cream mà a order nói có món greentea yougurt gì gì đó mới cũng ngon nên mình thử thì .... 
Mùi yogurt lấn hẳn mùi trà xanh luôn rồi , chỉ còn 1 chút xíu vị trà xanh thôi , mình k ưng lắm . Và phần đá xay vẫn còn lộm cộm vài viên đá dưới ly . 
Về không gian thì mình ưng chỗ này vì khác rộng và lịch sự.
Chắc chắn sẽ quay lại.",7.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-08-26 11:49:00,Sang chảnh nhưng dịch vụ chưa tương xứng,"Thất vọng từ vòng gửi xe. Phải qua 3 anh bảo vệ áo đen mới gửi dc xe, và gửi ở Gogi. Mấy a từ chối giữ xe mặc dù bãi xe vẫn còn giữ dc. Mình nghe a từ chối với lý do giữ xe 5k bị phản ảnh.
Bỏ qua việc giữ xe, chất lượng nước, hơi buồn thi Cappu thì quá nhiều bọt, vị cf ít. Ly Green Tea thì OMG bao ngọt, quá ngọt là khác. Uống k nỗi. Xót💸💸
Chúc quán mau khắc phục",6.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Web,2017-08-25 17:51:00,Starbuck sang chảnh nhưng chả thấy xứng tầm,"Được đứa bạn mời uống ở đây rửa new job nên mới có cơ hội diện kiến Starbuck sang chảnh.
- Cảm nhận khi bước vào ... ngạc nhiên chưa ... ko thấy gì đặc biệt cả, bình thường đến mức tầm thường ... view còn thua cả mấy quán cafe tầm khá ở Sg (50-60k/ly)... hơi thất vọng rùi
- Chất lượng: 04 đứa nhìn menu ko bik gọi món j ... do quán chuyên về coffee nên mấy đứa khó lựa đồ uống ... với lại menu cũng ko nhìu options lắm
Cuối cùng mình chọn Matcha blended cho an toàn ... mấy đứa kia uống smoothies raspberry, xoài j j đó cho màu sắc, xong rùi uống vị thấy ghê ... chua lè
Matcha của mình thì ngon, vị béo, ngọt vừa, ko ngán, nhưng cũng ko có j đặc sắc. Nếu bỏ ra hơn 100k thì ở những quán khác chắc cũng dc 2 ly ngon same same.
Vì là quán có tiếng nên cũng khắc khe chút ... giá cả mắc mà.

Túm lại, nếu dc mời thì sẽ đi, những cũng ko recommend lắm, còn bỏ tiền ra uống blended thì qua Highlands cũng dc rùi :D",6.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-08-22 20:51:00,Starbucks Coffee - Phan Xích Long,Bánh hơi ngọt,6.0
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-08-18 23:02:00,Starbucks Coffee - Phan Xích Long,Không gian ở đây khá ổn nhưng trên lầu bố trí cũng bình thường không đặc sắc lắm. Nhân viên cũng nhiệt tình tư vấn món ăn nước uống. Nước ở đây nhìn chung pha cũng ổn tuy nhiên xay chưa kĩ nên còn đá cộm cộm khi uống hơi khó chịu. Chỉ cần xay kĩ hơn là okie rồi :),7.2
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-08-06 14:19:00,Cũng được,Gần đây thử được 2 món mới ra món yogurt thì mùi vị cũng ok nhưng hơi ngọt quá mức ( dù đã dặn ít ngọt mà starbuck thì lúc nào cũng v dặn thì đỡ hơn thui chứ vẫn ngọt nhiều ) ở dưới là thạch thủy tinh làm nước trở nên hơi chua . Lần đầu mình uống nhân viên làm cái ly hơi bị fail lần thứ 2 thì làm đep hơn món dark mocha gì đó thì vị rất vừa không bị ngấy,8.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,Android,2017-08-01 09:34:00,Starbucks Coffee - Phan Xích Long,Khổ thân con bé thèm starbuck .. bảo osin dẫn đi uống hai đứa chọn 2 ly gì không biết. Uống mà nuốt không trôi luôn .. nó lõng lẹt.. bánh cũng không ngon mà mắc nữa. 😑 thất vọng toàn tập,2.4
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long,iPhone,2017-07-19 23:26:00,Starbucks Coffee - Phan Xích Long,"Tháng sinh nhật nên phải ghé để nhận bánh thôi ))))

Vị trí: trên Phan Xích Long, cạnh Koi Thé nhé )))

Giá cả - chất lượng:
. Chocolate Chip 100k: mình thích xay vừa, để còn cảm giác nhai chocolate nữa, nói chung đối với mình là ngon, trước giờ không hảo cf nên vô đây toàn auto món này )))
. Strawberry Cake 85k: miếng bánh bự, có mấy lát dâu bự ))) nói chung là ổn, ngon, bánh mịn vừa đủ, dâu chua chua hấp dẫn

Phục vụ: tất nhiên là siêu dễ thương )))

Không gian: bự, nhiều tầng, đi vào trưa CN mà full hết bàn luôn ý, đông lắm.",7.4
